TwoSum,https://www.hackerrank.com/contests/dsa-oct-2025/challenges/two-sum-41/submissions/code/1398994101
Single element in sorted array,https://www.hackerrank.com/contests/dsa-oct-2025/challenges/single-element-in-sorted/submissions/code/1398994643
